{6.388,9624312713; 1.921,279662782; 0}
{6.486,2887293814; 1.585,0838988346; 0}
{6.444,5774587628; 1.729,1677976692; 0}
{6.416,769945017; 1.825,2237302256; 0}
{6.458,4812156356; 1.681,139831391; 0}
{6.430,6737018899; 1.777,1957639474; 0}
{6.500,1924862543; 1.537,0559325564; 0}
{6.514,0962431271; 1.489,0279662782; 0}
{6.402,8661881441; 1.873,2516965038; 0}
{6.472,3849725085; 1.633,1118651128; 0}
{6.358,3229237099; 1.960,7919466491; 0}
{6.347,0917275392; 1.912,0696700954; 0}
{6.335,8605313685; 1.863,3473935417; 0}
