{6.495,6076130973; 1.519,1335274939; 0}
{6.479,3898516702; 1.602,1461714838; 0}
{6.457,2286964492; 1.683,7733608705; 0}
{6.446,5588089535; 1.767,6796678368; 0}
{6.443,2332702133; 1.852,1962676264; 0}
{6.439,6683793886; 1.936,7031099606; 0}
{6.428,8276729439; 2.020,5875181166; 0}
{6.418,5985767838; 2.104,5487022415; 0}
{6.419,63065575; 2.189,1244059684; 0}
{6.412,999645378; 2.273,4460790385; 0}
{6.412,0640995141; 2.358,0229056628; 0}
{6.407,9624205968; 2.442,5053954341; 0}
{6.394,806500618; 2.526,0579933436; 0}
{6.382,9792275689; 2.609,8089960845; 0}
{6.363,9924648351; 2.692,2324010663; 0}
{6.345,564662176; 2.774,7825733075; 0}
{6.322,5726765517; 2.856,1796460126; 0}
{6.297,4919793537; 2.936,9575729231; 0}
{6.271,5316174991; 3.017,4571037309; 0}
{6.249,1626278387; 3.099,0275833757; 0}
