{6.443,4380336505; 1.442,8408408431; 0}
{6.358,8636824449; 1.441,7033145564; 0}
{6.274,3162318972; 1.439,2859908768; 0}
{6.189,7485654499; 1.437,7288654615; 0}
{6.105,3077304786; 1.432,8441712798; 0}
{6.020,9505454332; 1.426,6813651716; 0}
{5.936,5391378397; 1.421,3120899906; 0}
{5.851,986868963; 1.419,0696190982; 0}
{5.767,4314049225; 1.416,9510467492; 0}
{5.682,9474339584; 1.412,8799906155; 0}
{5.598,6348271749; 1.406,1346822262; 0}
{5.514,0577013616; 1.405,2265869353; 0}
{5.429,5138957931; 1.407,7681982152; 0}
{5.344,9647434871; 1.405,4111466169; 0}
{5.260,4268814938; 1.408,1433137986; 0}
{5.175,9878972734; 1.403,22673046; 0}
{5.091,5855287676; 1.397,7171897797; 0}
{5.007,7777353133; 1.386,2992826064; 0}
{4.923,8515547813; 1.375,7868580903; 0}
{4.841,0407152874; 1.358,5682719049; 0}
{4.757,4564039856; 1.345,6153667447; 0}
{4.674,6540806342; 1.328,3558738343; 0}
{4.591,4693591082; 1.313,045192839; 0}
{4.508,5626759631; 1.296,294170847; 0}
{4.424,6284347475; 1.285,8463002768; 0}
{4.340,7236490793; 1.275,1644563404; 0}
{4.256,4462302284; 1.267,9928791275; 0}
{4.172,0878009175; 1.261,8471283927; 0}
{4.087,5214508644; 1.260,2200799576; 0}
{4.003,1863090751; 1.253,7626263362; 0}
{3.918,6072552109; 1.253,0565843211; 0}
{3.834,0570294745; 1.250,738357449; 0}
{3.749,504160574; 1.248,5186257996; 0}
{3.665,0454500363; 1.243,9534245761; 0}
{3.580,4670899654; 1.244,7381892673; 0}
{3.495,9301670198; 1.247,4992591279; 0}
{3.411,4407603352; 1.251,455899874; 0}
{3.326,8630731578; 1.252,3101127334; 0}
{3.242,3347657427; 1.255,3234320726; 0}
{3.157,7546207392; 1.255,8837168996; 0}
{3.073,1970446303; 1.257,9162450045; 0}
{2.988,8630679767; 1.264,3888974505; 0}
{2.904,3421345347; 1.267,6024092344; 0}
{2.819,7983350261; 1.270,1442220824; 0}
{2.735,2207791758; 1.271,0113404627; 0}
{2.650,7001003639; 1.274,2315424883; 0}
{2.566,1481724408; 1.276,4868323554; 0}
{2.482,0776482815; 1.285,7745562682; 0}
{2.430,3516179082; 1.352,6963959748; 0}
{2.414,0612071635; 1.435,6948138252; 0}
{2.395,7377901721; 1.518,2682189727; 0}
{2.378,0640535453; 1.600,983114134; 0}
{2.355,7395251453; 1.682,5657733186; 0}
{2.334,2151529856; 1.764,3631831249; 0}
{2.314,0581906736; 1.846,5082482126; 0}
{2.296,8581182031; 1.929,3229350435; 0}
{2.283,5905755649; 2.012,8578807863; 0}
{2.272,7410893546; 2.096,741153832; 0}
{2.257,781518079; 2.179,9897338508; 0}
{2.248,0965593112; 2.264,0154229082; 0}
{2.248,8686539552; 2.348,5938995897; 0}
{2.250,3143516587; 2.433,1635442978; 0}
{2.249,9690844995; 2.517,74484033; 0}
{2.248,9429190873; 2.602,3206160134; 0}
{2.245,1787141872; 2.686,8188148662; 0}
{2.235,0906585395; 2.770,7970619374; 0}
{2.226,6320420923; 2.854,9550482233; 0}
{2.213,4932540128; 2.938,5103418659; 0}
{2.213,354525314; 3.023,092228829; 0}
{2.228,9445154073; 3.106,2250566216; 0}
{2.236,6969873994; 3.190,4510266422; 0}
{2.238,1187314314; 3.275,0210774392; 0}
{2.233,3247496568; 3.359,4671110148; 0}
{2.227,2942837753; 3.443,8338599693; 0}
{2.224,2738419982; 3.528,3619131787; 0}
{2.212,7948885539; 3.612,1613670893; 0}
{2.192,4896818094; 3.694,2699137027; 0}
{2.175,6987469505; 3.777,168522584; 0}
{2.155,4297973123; 3.859,2860269815; 0}
{2.135,8144975786; 3.941,5621162435; 0}
{2.116,9876925272; 4.024,0222051318; 0}
{2.104,7155463404; 4.107,709177092; 0}
{2.089,248088376; 4.190,8648900167; 0}
{2.079,6442689164; 4.274,8998916511; 0}
{2.075,1279334258; 4.359,3612293248; 0}
{2.070,9667353447; 4.443,8408083864; 0}
{2.064,0179108119; 4.528,1368859079; 0}
{2.051,6828178742; 4.611,8146029544; 0}
{2.038,8089468386; 4.695,4111237699; 0}
{2.030,4091424613; 4.779,5750004293; 0}
{2.026,3371131073; 4.864,0589244908; 0}
{2.034,6261299245; 4.948,2337844438; 0}
{2.117,9173309393; 4.962,9542016053; 0}
{2.202,4897898525; 4.964,2246508456; 0}
{2.287,0661595215; 4.965,2006331836; 0}
{2.371,48091267; 4.970,517051035; 0}
{2.456,0031278215; 4.973,6966726749; 0}
{2.540,4674400497; 4.978,1570322716; 0}
{2.624,7943725416; 4.984,7208196237; 0}
{2.709,2220643478; 4.989,8276487946; 0}
{2.793,1263657076; 5.000,5132962344; 0}
{2.877,1083594904; 5.010,5701132341; 0}
{2.961,5680809857; 5.006,023653859; 0}
{3.046,0637836996; 5.002,2038278443; 0}
{3.130,5378427601; 4.997,9320373849; 0}
{3.214,819137791; 4.990,8061580827; 0}
{3.298,9723818842; 4.982,3004919429; 0}
{3.383,2310678666; 4.974,9120763876; 0}
{3.467,5698965387; 4.968,502955846; 0}
