1820 3.0564651
8889 2.079297
12678 4.0959044
13199 3.0325146
13931 6.9028673
14395 4.4551563
16128 4.3354063
16711 5.2550936
17235 4.689868
17736 3.4396677
18202 4.2060747
18808 4.823989
19288 4.000102
19811 5.336524
20297 6.596303
20818 3.5450487
21303 4.8958406
21768 3.3869772
22229 6.610675
22793 4.253975
23320 3.971363
23810 4.028843
24325 4.689868
24851 5.877798
25256 3.7127008
25820 3.3151274
26342 3.549839
26805 2.9079742
27318 2.8648634
27923 4.091114
28392 4.0959034
28959 3.7941313
29404 3.9330425
30028 3.6073198
