{6.445,7465797519; 1.460,7101421959; 0}
{6.362,0616617304; 1.472,9962865721; 0}
{6.278,7931989604; 1.487,8447866927; 0}
{6.194,2174395778; 1.488,8722947196; 0}
{6.109,6377681548; 1.489,5000127199; 0}
{6.025,0889109782; 1.487,1323983016; 0}
{5.941,0834459701; 1.496,9912368062; 0}
{5.856,5958250552; 1.500,9858281545; 0}
{5.772,3108649566; 1.508,068225283; 0}
{5.688,1580176815; 1.516,5778165412; 0}
{5.606,5648904217; 1.538,864055162; 0}
{5.522,0378040171; 1.541,9114330266; 0}
{5.438,2090345209; 1.553,1743035603; 0}
{5.354,742590342; 1.539,4824247981; 0}
{5.272,1975731072; 1.557,933304929; 0}
{5.187,8049861462; 1.563,5906995519; 0}
{5.106,3636719696; 1.586,42547989; 0}
{5.027,8296272025; 1.617,8343744969; 0}
{4.944,8877360888; 1.634,4101865849; 0}
{4.861,8494933601; 1.650,4963636457; 0}
{4.778,1075089544; 1.662,3873222146; 0}
{4.694,2033550269; 1.651,7005171908; 0}
{4.609,6214897357; 1.651,5491508642; 0}
{4.525,1492939287; 1.655,857628952; 0}
{4.440,7316636126; 1.661,1281640031; 0}
{4.356,1513472453; 1.660,5943746239; 0}
{4.272,4242150828; 1.672,5894647752; 0}
{4.187,8758894489; 1.674,975985339; 0}
{4.103,6579177211; 1.682,8148682928; 0}
{4.021,0499461644; 1.664,6479234978; 0}
{3.937,8029169515; 1.649,6797247041; 0}
{3.854,4637095102; 1.635,2335712039; 0}
{3.769,9516240432; 1.631,7952201563; 0}
{3.685,4201059316; 1.628,8733554007; 0}
{3.601,1037744583; 1.635,571944414; 0}
{3.516,6059067192; 1.639,343574757; 0}
{3.433,3236592436; 1.654,1145633262; 0}
{3.348,793734784; 1.657,0821749533; 0}
{3.264,9225847946; 1.668,0249829723; 0}
{3.182,4131406554; 1.686,6342945057; 0}
{3.103,3157787027; 1.716,5963067884; 0}
{3.020,0039629687; 1.731,199601177; 0}
{2.936,5657016141; 1.745,0621907623; 0}
{2.856,5772852883; 1.772,5570648591; 0}
{2.773,1258874895; 1.786,3403537748; 0}
{2.689,5009713396; 1.799,0284681663; 0}
{2.606,3876414857; 1.814,722073504; 0}
{2.523,18378417; 1.829,9284200634; 0}
{2.442,3935105028; 1.854,9693171856; 0}
{2.363,0722828482; 1.884,3335418691; 0}
{2.282,3590090122; 1.909,6215286332; 0}
{2.200,1724083414; 1.929,6084623168; 0}
{2.116,1895319573; 1.939,65790619; 0}
{2.038,3742436996; 1.972,8075028882; 0}
{1.954,1703283845; 1.980,7959629099; 0}
{1.869,9267004025; 1.988,3541367854; 0}
{1.789,3833743552; 2.014,1783013824; 0}
