1579 0.5760958
1680 0.50947094
1741 0.55998415
1863 0.44328126
2062 0.6941051
2163 0.9166241
2365 1.5153791
2687 2.9645836
2868 1.7161254
3030 -1.0311803
3170 0.34443226
3332 -0.1868267
3534 1.1988008
3636 0.82909685
3757 0.8791745
3876 1.3699359
4037 1.0942909
4183 0.8791744
4320 1.075566
4504 0.89615744
4581 0.7502789
4681 1.0381168
4843 1.18835
5004 1.0111185
5145 1.0341976
5306 0.8817873
5467 0.8634983
5609 0.93012327
5850 0.79077667
6011 0.34530294
6414 -7.2116375
6575 3.5363395
6699 -4.2204757
6858 0.4576514
7039 1.7857985
7262 2.1959999
7445 1.947789
7507 2.0327034
7643 2.740758
7844 2.7964966
7945 2.9145057
7987 2.838736
8106 2.8892493
8267 2.317493
8428 2.374102
8589 2.1023765
8730 1.7783959
8871 1.689562
8992 1.6120505
9153 1.5680695
9315 1.2880698
9637 -5.049152
9758 1.3947574
9919 -1.5506814
10080 0.8931093
10362 -2.3401673
10483 2.0941024
10624 -0.13457194
10785 1.2123001
11108 -4.3920455
11189 -4.5479403
11350 1.0198276
11672 -5.3983893
11773 -2.6806955
11955 -3.2197924
12095 -4.046727
12176 0.52296984
12458 -4.818795
12538 -2.6184256
12719 -4.3484993
12840 2.695906
12981 -2.3062017
13223 -3.2724824
13304 -1.5920504
13547 1.4796716
13687 0.64272064
13928 1.2253639
14412 -0.50384027
14532 1.4012891
14739 1.7300597
14874 1.6760628
14915 1.6956586
15048 0.4276046
15197 -3.7597604
15278 -2.7429655
15600 -0.7450842
15781 -9.48647
16164 -7.1262875
16325 -0.7790495
16549 0.16415249
16648 1.5767795
16830 0.16328149
17032 2.9968069
17192 0.042659584
17338 0.8090659
17540 1.774912
17897 4.0784855
18064 3.212795
18263 3.3482223
18386 3.1392019
18481 3.2197616
18743 1.9099041
18884 1.1495942
19025 0.39015535
19166 0.95189625
19227 0.7916477
19328 -0.10234798
19408 0.5630319
19569 1.2462659
20012 1.5663276
20215 2.168566
20416 1.3956279
20537 0.87090087
20577 0.8944156
20658 0.9819427
20980 2.2931073
21121 2.4006655
21383 0.97410446
21682 1.3568722
22109 1.677805
22652 2.7838683
23177 1.8441497
23700 2.2094991
24023 2.1337295
24426 2.1576796
24606 2.4485657
24815 3.214537
25011 2.4172132
25312 3.8372421
25635 3.1431212
25815 5.108343
25996 3.343432
26318 -2.0893433
27043 2.7629664
27104 2.6841486
27184 2.7594826
27286 2.702438
27386 2.8818464
27426 2.9462945
27528 3.0582075
27668 3.1635878
27728 3.334723
28071 -0.74900323
28697 -0.47553557
29241 -2.2957506
29847 -1.8703079
30168 3.5716116
30349 -0.79342
30429 -1.1735749
31054 -0.84567505
31517 -0.649719
31617 -1.3124862
31799 0.77945477
32222 -0.9445238
32731 -3.119638
32932 0.117122866
33350 -3.8516424
33914 -3.6273818
34497 -2.9924836
35062 -1.4318014
35385 4.7638965
35687 -1.406545
35929 1.9399508
36130 -0.3392371
36211 -1.3451453
36372 1.9438695
36452 1.665612
36553 0.86698186
36715 0.80732423
36856 0.5573712
37117 -0.48816386
37562 -2.1964662
37683 -1.7313972
38306 -1.9108056
38830 -1.98135
39012 2.5278192
39434 -0.40194342
39937 -2.963743
40543 -2.710742
40985 -2.1198254
41086 -2.099359
41631 -1.4949431
42173 -3.2324212
42798 -1.160511
43285 -2.9942253
43363 -2.6462946
43967 0.32135287
44168 0.035256647
44490 -1.5741962
44572 -1.4844918
44773 1.2201383
44915 1.7718638
45137 0.98412013
45257 -0.5304034
45397 0.6109324
45801 -0.24343652
46062 1.7291889
46223 3.3229659
