237 0.5785551
237 0.66414165
237 0.7551298
237 0.6048918
303 0.4935484
303 0.8146696
303 0.75392437
343 0.49985027
343 0.30650616
354 0.44029522
374 0.29632854
393 0.07815838
413 0.055407524
433 0.059908867
453 0.19157696
472 0.6063719
492 0.7841368
511 0.7703886
531 0.75212383
551 0.899066
571 1.0475187
590 1.0121946
610 0.8649473
629 0.8362303
649 0.81917095
672 0.65814495
689 0.6018858
708 0.49026775
728 0.41125774
747 0.24603558
767 0.2798643
787 0.25114727
807 0.11616802
826 0.07666302
846 0.3085966
865 0.39358807
885 0.18110943
905 0.0697813
925 0.13562298
944 0.40915203
964 0.7715788
984 0.77966595
1003 0.5540037
1023 0.535449
1043 0.6315031
1062 0.709918
1082 0.6973448
1102 0.49116802
1121 0.14908123
1141 0.16104412
1161 0.14430523
1181 0.0524168
1200 0.11557293
1221 0.19787884
1240 0.11737347
1259 0.06587505
1279 0.19816875
1299 0.3939085
1319 0.40497112
1338 0.33972454
1358 0.55939007
1377 0.5701475
1397 0.38881207
1417 0.1679411
1436 0.31398296
1456 0.51451397
1476 0.56657696
1496 0.41902447
1515 0.33194256
1535 0.30261517
1555 0.41961956
1574 0.4061613
1594 0.24037457
1614 0.115878105
1634 0.02218914
1653 0.12095928
1673 0.26970196
1692 0.13681316
1712 -0.019711494
1732 0.095217705
1754 0.1260252
1778 0.18950176
1792 0.3352232
1812 0.3002348
1831 0.1038847
1851 0.16015911
1870 0.36964703
1891 0.6491728
1909 0.6303129
1930 0.3373289
1949 0.2469511
1969 0.43699932
1990 0.4046507
2011 0.08624554
2028 -0.06968403
2048 0.11766338
2067 0.15628338
2087 0.13501263
2109 0.15028667
2127 0.2215147
2147 0.20773602
2167 0.19577312
2185 0.3421049
2206 0.33943462
2225 0.20625591
2248 0.13023663
2265 0.23047161
2283 0.3190794
2304 0.30113506
2326 0.2861662
2343 0.2182188
2362 0.2074461
2383 0.18110943
2402 0.23021221
2422 0.18739605
2443 0.15956402
2461 0.20296001
2481 0.24786663
2500 0.2134428
2520 -0.053509712
2540 -0.049038887
2561 0.075167656
2579 0.1371336
2598 0.092822075
2619 0.13890362
2638 0.11645794
2660 0.07426739
2677 0.32207012
2697 0.5390501
2717 0.57257366
2737 0.48578167
2756 0.6078825
2777 0.7260771
2795 0.8395109
2815 0.50851727
2835 0.17660809
2855 0.14161968
2878 0.58334637
2894 0.7620115
2913 0.7967253
2933 0.64888287
2953 0.34152508
2973 -0.10949421
2996 -0.71522236
3012 0.5968046
3031 1.6625242
3051 1.7858152
3071 1.073245
3091 0.77159405
3111 0.72371197
3130 0.73507977
3150 1.0744505
3169 1.077136
3190 2.1314878
3212 2.3436766
3228 1.9165983
3248 2.5091734
3268 2.2832212
3287 0.13412762
3307 -1.0270662
3327 -0.30012226
3347 2.0114775
3366 1.8534575
3386 1.2591124
3406 1.1118498
3428 0.90655804
3445 1.4272947
3466 1.3060789
3485 1.2031279
3504 1.2638884
3524 0.75781536
3545 1.1860838
3563 1.0436125
3583 0.6785002
