{6.438,8615251553; 1.438,4976523698; 0}
{6.336,445737786; 1.439,7877131461; 0}
{6.221,1716144883; 1.443,0013092203; 0}
{6.111,5404111543; 1.443,5839319973; 0}
{5.998,6376394098; 1.440,423726173; 0}
{5.886,4048340146; 1.437,8515796905; 0}
{5.776,9240239137; 1.432,9533050588; 0}
{5.671,9128310182; 1.427,3292176227; 0}
{5.565,4464808165; 1.423,0093081883; 0}
{5.462,1256824373; 1.415,904402451; 0}
{5.351,6490514654; 1.407,4252395276; 0}
{5.251,2907803401; 1.406,3667042256; 0}
{5.139,86141473; 1.409,4621094907; 0}
{5.039,2421259377; 1.409,3287745281; 0}
{4.929,7211637251; 1.407,2959948232; 0}
{4.822,9321150489; 1.401,4643879327; 0}
{4.712,9631269148; 1.388,7046472476; 0}
{4.613,6697060832; 1.377,7118255921; 0}
{4.515,9605782958; 1.365,5923531676; 0}
{4.417,6153375699; 1.357,2060104063; 0}
{4.308,3637395979; 1.341,9340672428; 0}
{4.201,2806269758; 1.329,3902421582; 0}
{4.090,3701913084; 1.316,5039524454; 0}
{3.982,7381720511; 1.304,6727389881; 0}
{3.875,5712752774; 1.294,4731298023; 0}
{3.773,9049821036; 1.284,9140872212; 0}
{3.660,9403693212; 1.280,3531691747; 0}
{3.562,3399379487; 1.275,5068691645; 0}
{3.451,0426450555; 1.270,5895388296; 0}
{3.352,8850036752; 1.274,4832909677; 0}
{3.245,6189592179; 1.280,6647579792; 0}
{3.142,200877057; 1.287,8354626246; 0}
{3.032,0086065945; 1.301,5352534837; 0}
{2.935,065414673; 1.312,6010747688; 0}
{2.831,2701596735; 1.325,4455443823; 0}
{2.737,5248007542; 1.333,923700856; 0}
{2.627,8347603578; 1.345,1502805607; 0}
{2.523,7604025068; 1.358,4788745733; 0}
{2.415,4020195036; 1.370,1200098723; 0}
{2.308,125874181; 1.380,1511390015; 0}
{2.197,0596510724; 1.392,9286006014; 0}
{2.090,7307438051; 1.399,7331950229; 0}
{1.981,7729615764; 1.410,4739670185; 0}
{1.883,3049892686; 1.419,3188289144; 0}
{1.777,5951630936; 1.428,6314927276; 0}
{1.679,3333336811; 1.435,2384023804; 0}
{1.572,7927368861; 1.438,725510924; 0}
{1.478,8325003603; 1.437,4521545932; 0}
{1.383,4482877889; 1.452,8190587421; 0}
