{6.443,4513078574; 1.438,6264994461; 0}
{6.358,8760165114; 1.439,691835844; 0}
{6.274,3268641492; 1.442,0488854258; 0}
{6.189,7460578045; 1.442,4983806678; 0}
{6.105,1971712813; 1.440,1318144666; 0}
{6.020,637374419; 1.438,1938767728; 0}
{5.936,1399028947; 1.434,4133802563; 0}
{5.851,6789474383; 1.429,8899024695; 0}
{5.767,166487022; 1.426,4607797995; 0}
{5.682,7837609999; 1.420,6581599626; 0}
{5.598,4497875871; 1.414,1854652917; 0}
{5.513,8724913828; 1.413,2933808349; 0}
{5.429,3231067792; 1.415,6420849564; 0}
{5.344,7411803099; 1.415,5300017948; 0}
{5.260,17374496; 1.413,9603756447; 0}
{5.175,7175790947; 1.409,3483375667; 0}
{5.091,6992586305; 1.399,5996620527; 0}
{5.007,6308937524; 1.390,2924135539; 0}
{4.923,6921268799; 1.379,8809648644; 0}
{4.839,4159883274; 1.372,6943579754; 0}
{4.755,6484528362; 1.360,9847531302; 0}
{4.671,6408651345; 1.351,1440185819; 0}
{4.587,6240471423; 1.341,3824028162; 0}
{4.503,548464836; 1.332,1405789828; 0}
{4.419,346964768; 1.324,1267013824; 0}
{4.335,1363751131; 1.316,2089088952; 0}
{4.250,6232296358; 1.312,7967117401; 0}
{4.166,1432112285; 1.308,6444427452; 0}
{4.081,6436437173; 1.304,9110879096; 0}
{3.997,128112752; 1.308,2636799725; 0}
{3.912,6862082622; 1.313,1298503401; 0}
{3.828,3067966713; 1.318,9804697485; 0}
{3.744,3710067485; 1.329,4158910599; 0}
{3.660,3347158008; 1.339,0084220944; 0}
{3.576,3929981424; 1.349,3960534151; 0}
{3.492,1547904708; 1.357,0144007545; 0}
{3.408,0123442978; 1.365,6262298238; 0}
{3.324,1155581865; 1.376,3707227435; 0}
{3.240,017477938; 1.385,4055302352; 0}
{3.155,8028480089; 1.393,2802336453; 0}
{3.071,7750748446; 1.402,9470937841; 0}
{2.987,3657446612; 1.408,3489292026; 0}
{2.903,1917355669; 1.416,6465819369; 0}
{2.818,9489081489; 1.424,2136736193; 0}
{2.734,6932292428; 1.431,6363025309; 0}
{2.650,3017769897; 1.437,3105984791; 0}
{2.565,7650451502; 1.440,0775133333; 0}
{2.481,1908104617; 1.438,9313568193; 0}
{2.397,685554086; 1.452,3844979215; 0}
{2.365,0647904266; 1.530,422953994; 0}
{2.350,5031623373; 1.613,7420624583; 0}
{2.331,6175196527; 1.696,1886957934; 0}
{2.312,085009979; 1.778,4844788794; 0}
{2.292,1118043727; 1.860,6744168628; 0}
{2.273,4895801795; 1.943,1809475982; 0}
{2.259,0964751832; 2.026,5293331642; 0}
{2.245,1599396206; 2.109,955275319; 0}
{2.234,9720215221; 2.193,9214659717; 0}
{2.227,3461142779; 2.278,1589895974; 0}
{2.221,0400909204; 2.362,505589513; 0}
{2.215,531570146; 2.446,9080245891; 0}
{2.212,5442400747; 2.531,4372544859; 0}
{2.209,0990520617; 2.615,9490615158; 0}
{2.209,4695317728; 2.700,5302508706; 0}
{2.202,1908768063; 2.784,7984894293; 0}
{2.193,9609701438; 2.868,9791492285; 0}
{2.182,5813220881; 2.952,7921461802; 0}
{2.168,1234592351; 3.036,129323056; 0}
{2.155,8258741413; 3.119,8125606174; 0}
{2.159,8252532382; 3.204,2999550306; 0}
{2.170,0313737969; 3.288,2639351116; 0}
{2.164,7577912261; 3.372,6813751034; 0}
{2.155,8241970475; 3.456,7902672787; 0}
{2.141,5636551251; 3.540,1614361081; 0}
{2.113,4651172613; 3.619,9397979477; 0}
{2.092,531626726; 3.701,8904161388; 0}
{2.070,5333688191; 3.783,5616564683; 0}
{2.051,9346720061; 3.866,0734939509; 0}
{2.030,8161853898; 3.947,9766341285; 0}
{2.011,0193664979; 4.030,2092359945; 0}
{1.990,3976468862; 4.112,238861912; 0}
