454 -0.91937345 4.098873 7.6231384
455 -0.8810662 3.7924154 8.121132
456 -1.3790601 4.1371803 9.423578
457 -1.532289 4.1371803 10.0748005
457 -1.4556746 4.2904096 9.500193
460 -1.3790601 4.8267107 8.580819
461 -0.80445176 4.673482 7.929596
463 -0.30645782 4.367024 8.312668
464 -0.7661445 4.2904096 9.078813
466 -0.9576807 4.5202527 9.308656
467 -1.2641385 4.7500963 8.121132
467 -1.340753 5.094861 7.2783732
468 -0.8810662 5.133168 7.5465236
469 -0.34476504 4.9799395 7.967903
470 -0.15322891 5.0182467 8.312668
769 -0.34476504 5.363012 8.082825
769 -0.45968673 5.3247046 8.082825
770 -0.49799395 5.4779334 7.929596
770 -0.61291564 5.8226986 7.5082164
770 -0.6895301 6.129156 7.201759
771 -0.6895301 6.129156 7.201759
771 -0.45968673 6.090849 6.895301
772 -0.6512229 6.3206925 6.6271505
772 -0.80445176 6.4739213 6.742072
772 -1.3024458 6.4739213 7.1634517
773 -0.91937345 6.2823853 7.3166804
773 -0.30645782 5.631162 7.469909
774 0.0 5.592855 7.5848308
774 0.038307227 5.746084 7.8146744
774 -0.4213795 5.554548 7.6231384
775 -0.4213795 5.7843914 7.201759
917 -0.7278373 6.167464 7.393295
918 -1.3024458 6.205771 7.5848308
918 -0.7661445 6.0142345 7.1251445
918 -0.19153613 5.3247046 6.742072
919 0.038307227 5.554548 7.699753
919 -0.076614454 5.4779334 8.274361
919 -0.5363012 5.631162 8.197746
947 -0.842759 5.746084 8.00621
955 -1.1109096 5.8226986 8.00621
1001 -1.3790601 5.899313 7.929596
1002 -0.80445176 5.631162 7.699753
1048 -0.5363012 5.401319 7.5848308
1049 -0.842759 5.746084 7.469909
1057 -0.91937345 5.631162 7.776367
1081 -0.8810662 6.0142345 7.086837
1092 -0.5363012 6.0525417 6.8186865
1113 -0.45968673 5.7843914 7.086837
1132 -0.038307227 5.66947 7.3166804
1152 -0.038307227 6.0142345 6.703765
1172 -0.4213795 6.435614 6.090849
1192 -1.0342951 6.7803793 6.2823853
1212 -0.842759 6.588843 7.1634517
1232 -0.91937345 6.435614 8.00621
1252 -0.7278373 6.4739213 7.6231384
1272 -0.4213795 6.3589997 7.201759
1292 -0.6895301 6.703765 7.0102224
1313 -0.7278373 6.6654577 6.742072
1332 -0.4213795 6.703765 6.9719152
1352 -0.5363012 6.5122285 7.393295
1372 -0.7278373 6.5505357 7.73806
1392 -0.8810662 5.899313 7.431602
1414 0.038307227 6.0525417 7.5848308
1432 0.38307226 5.9759274 7.0485296
1452 0.038307227 5.746084 6.3589997
1472 -0.5363012 5.7843914 6.8569937
1492 -0.6512229 5.93762 7.1251445
1512 -0.61291564 5.861006 6.703765
1532 -0.22984336 5.93762 6.167464
1552 -0.45968673 6.0142345 6.8186865
