344 0.17723145 -0.25866213 9.72857
345 0.16286133 -0.244292 9.814791
345 0.1580713 -0.28261232 9.800421
345 0.14849122 -0.34488282 9.78605
346 0.14849122 -0.27303225 9.848321
346 0.13891114 -0.29698244 9.77647
346 0.15328126 -0.244292 9.82437
347 0.1580713 -0.24908204 9.814791
361 0.20597169 -0.29698244 9.79563
590 0.1820215 -0.28740236 9.81958
592 0.1101709 -0.2921924 9.74294
593 0.13891114 -0.23471193 9.814791
593 0.11496094 -0.2921924 9.80521
594 0.15328126 -0.30177248 9.79563
595 0.14849122 -0.29698244 9.848321
595 0.13891114 -0.29698244 9.81
596 0.14849122 -0.30177248 9.79563
596 0.1820215 -0.29698244 9.857901
597 0.1580713 -0.3305127 9.848321
598 0.1341211 -0.33530274 9.833951
638 0.1580713 -0.32093263 9.833951
638 0.1820215 -0.2921924 9.81
998 0.17723145 -0.244292 9.843531
999 0.16286133 -0.30177248 9.872271
999 0.13891114 -0.30177248 9.81958
1000 0.16286133 -0.23471193 9.81
1000 0.12933107 -0.2778223 9.81958
1000 0.12454102 -0.3161426 9.848321
1005 0.21555176 -0.2682422 9.7812605
1005 0.16765137 -0.244292 9.81958
1006 0.16765137 -0.21076173 9.80521
1006 0.15328126 -0.2682422 9.833951
1006 0.13891114 -0.3784131 9.77168
1007 0.05748047 -0.2921924 9.7621
1008 0.09580079 -0.31135255 9.833951
1008 0.119750984 -0.30177248 9.85311
1008 0.17244141 -0.31135255 9.766891
1008 0.16286133 -0.33530274 9.79563
1009 0.19639161 -0.25387207 9.910591
1009 0.15328126 -0.28740236 9.79563
1009 0.1820215 -0.2921924 9.833951
1133 0.17723145 -0.27303225 9.843531
1134 0.17723145 -0.2921924 9.80521
1134 0.09101075 -0.31135255 9.80521
1134 0.09580079 -0.34009278 9.77647
1134 0.1341211 -0.30177248 9.81
1134 0.1341211 -0.3065625 9.848321
1159 0.19160157 -0.3065625 9.800421
1182 0.18681154 -0.22992188 9.7812605
1189 0.119750984 -0.32093263 9.79563
1207 0.1341211 -0.25387207 9.843531
1227 0.16765137 -0.2682422 9.75252
1248 0.12454102 -0.3161426 9.72857
1268 0.12933107 -0.35925296 9.766891
1288 0.1341211 -0.27303225 9.862691
1308 0.14849122 -0.27303225 9.814791
1328 0.20118165 -0.25387207 9.800421
1348 0.18681154 -0.2778223 9.73815
1369 0.1341211 -0.25866213 9.79563
1389 0.119750984 -0.28261232 9.848321
1409 0.14370118 -0.26345217 9.81
1429 0.1580713 -0.28740236 9.7812605
1449 0.15328126 -0.2778223 9.833951
1470 0.1580713 -0.30177248 9.78605
1490 0.20118165 -0.32572266 9.85311
1510 0.1580713 -0.28740236 9.81958
1530 0.17244141 -0.31135255 9.829161
1555 0.1580713 -0.30177248 9.81958
1571 0.14849122 -0.25866213 9.79563
1590 0.1580713 -0.23950197 9.7812605
1610 0.13891114 -0.2778223 9.814791
1631 0.17244141 -0.3305127 9.82437
1659 0.20597169 -0.2921924 9.80521
1674 0.15328126 -0.28261232 9.81958
1691 0.19639161 -0.25387207 9.829161
1711 0.17244141 -0.3305127 9.78605
1731 0.13891114 -0.34967285 9.78605
1751 0.13891114 -0.28261232 9.857901
